192.168.1.113 - - [28/Aug/2025:00:18:07 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/7.81.0"
192.168.1.113 - - [28/Aug/2025:00:22:28 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:28 +0000] "POST /identity/v3/projects HTTP/1.1" 201 629 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:28 +0000] "POST /identity/v3/users HTTP/1.1" 201 549 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:28 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:28 +0000] "PUT /identity/v3/projects/d38edd62d0e94c6eaab6f331001e1558/users/3b530c17114c456498ffbac8313e79ef/roles/267ca55008e14f82b946bff0e04128b7 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:28 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3831 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /identity/v3/projects HTTP/1.1" 201 627 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /identity/v3/users HTTP/1.1" 201 548 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "PUT /identity/v3/projects/44b95934e7034858b53fe2f52ec0a0b5/users/12ecf0c053a543fcae03dedeadbb6e9a/roles/267ca55008e14f82b946bff0e04128b7 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3829 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /identity/v3/projects HTTP/1.1" 201 627 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /identity/v3/users HTTP/1.1" 201 547 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "PUT /identity/v3/projects/2386cd037143448b8be50d3c1a6fd5a2/users/34631f8510db483d81eed1f890b3aa54/roles/a683d32167f44563a0feb4b6b259103f HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "PUT /identity/v3/projects/2386cd037143448b8be50d3c1a6fd5a2/users/34631f8510db483d81eed1f890b3aa54/roles/a683d32167f44563a0feb4b6b259103f HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3952 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /identity/v3/users HTTP/1.1" 201 685 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "PUT /identity/v3/projects/2386cd037143448b8be50d3c1a6fd5a2/users/91d4e97e4f5648f1b6e5caea67900bef/roles/267ca55008e14f82b946bff0e04128b7 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3947 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /share/v2/2386cd037143448b8be50d3c1a6fd5a2/types HTTP/1.1" 200 921 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares HTTP/1.1" 200 1652 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11 HTTP/1.1" 200 1652 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/e5f94558-b9f7-438f-9f14-541d1e6b1910 HTTP/1.1" 200 1699 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "GET /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/e5f94558-b9f7-438f-9f14-541d1e6b1910 HTTP/1.1" 200 1699 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:29 +0000] "POST /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares HTTP/1.1" 200 1650 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:30 +0000] "GET /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 200 1650 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:30 +0000] "GET /share/v2/c8729a6aa55a4e45938948c587d4d7ce/shares/a4f7f8ff-7142-4a93-8ac2-24fc810e45c1 HTTP/1.1" 200 1701 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:30 +0000] "GET /share/v2/c8729a6aa55a4e45938948c587d4d7ce/shares/a4f7f8ff-7142-4a93-8ac2-24fc810e45c1/instances HTTP/1.1" 200 833 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:30 +0000] "POST /share/v2/c8729a6aa55a4e45938948c587d4d7ce/snapshots HTTP/1.1" 202 1058 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:30 +0000] "GET /share/v2/c8729a6aa55a4e45938948c587d4d7ce/snapshots/9b9bd497-d1b4-4df9-b005-b289c9a61c9b HTTP/1.1" 200 1052 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb HTTP/1.1" 200 1701 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb HTTP/1.1" 200 1701 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb/instances HTTP/1.1" 200 833 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb/export_locations/fake-inexistent-share-instance-id HTTP/1.1" 404 415 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/share_instances/841233b9-9629-4a7f-ad38-9c5269acf7af/export_locations/fake-inexistent-share-instance-id HTTP/1.1" 404 422 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb/export_locations HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3842 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/415a56e80f4c4a9ea63e9ab05fa64254/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb/export_locations/1b79b32c-52af-4f81-81fe-3cc902501c0d HTTP/1.1" 403 396 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/share_instances/841233b9-9629-4a7f-ad38-9c5269acf7af/export_locations HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3842 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3837 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/share_instances/841233b9-9629-4a7f-ad38-9c5269acf7af/export_locations/1b79b32c-52af-4f81-81fe-3cc902501c0d HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/415a56e80f4c4a9ea63e9ab05fa64254/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb/export_locations HTTP/1.1" 403 396 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/share_instances/841233b9-9629-4a7f-ad38-9c5269acf7af/export_locations HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "DELETE /identity/v3/users/da9af12648b4482fb5e4ffa267ffa186 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/415a56e80f4c4a9ea63e9ab05fa64254/share-replicas/detail?share_id=a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb HTTP/1.1" 200 321 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "DELETE /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:31 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb HTTP/1.1" 200 1700 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:32 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11 HTTP/1.1" 200 1700 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:32 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11 HTTP/1.1" 200 1700 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:32 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/instances HTTP/1.1" 200 833 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:32 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:32 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations/eed3e311-c0b6-4815-8804-27300d79b167 HTTP/1.1" 200 652 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:32 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:32 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3834 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 200 1698 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3829 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations/eed3e311-c0b6-4815-8804-27300d79b167 HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371/action HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/share_instances/8f2c6c67-14cb-4058-bfc2-d79376f603d5/export_locations HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/share_instances/8f2c6c67-14cb-4058-bfc2-d79376f603d5/export_locations/eed3e311-c0b6-4815-8804-27300d79b167 HTTP/1.1" 200 652 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v1/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 200 1280 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations HTTP/1.1" 200 532 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations HTTP/1.1" 200 482 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations HTTP/1.1" 200 551 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/share_instances/8f2c6c67-14cb-4058-bfc2-d79376f603d5/export_locations HTTP/1.1" 200 532 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/share_instances/8f2c6c67-14cb-4058-bfc2-d79376f603d5/export_locations HTTP/1.1" 200 551 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11/export_locations HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/c8729a6aa55a4e45938948c587d4d7ce/snapshots/9b9bd497-d1b4-4df9-b005-b289c9a61c9b HTTP/1.1" 200 1053 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/c8729a6aa55a4e45938948c587d4d7ce/share_instances/643a23d9-8867-43e2-a127-0c88393bdd65/action HTTP/1.1" 400 478 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/c8729a6aa55a4e45938948c587d4d7ce/shares/a4f7f8ff-7142-4a93-8ac2-24fc810e45c1/action HTTP/1.1" 400 478 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/c8729a6aa55a4e45938948c587d4d7ce/snapshots/9b9bd497-d1b4-4df9-b005-b289c9a61c9b/action HTTP/1.1" 400 478 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/share_instances/8f2c6c67-14cb-4058-bfc2-d79376f603d5/export_locations HTTP/1.1" 200 567 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/c8729a6aa55a4e45938948c587d4d7ce/shares/a4f7f8ff-7142-4a93-8ac2-24fc810e45c1/action HTTP/1.1" 400 754 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "DELETE /identity/v3/users/d55fac615f2b46c3b1f7c8282338d6fd HTTP/1.1" 404 363 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3836 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/fc49ed114f65469a9e6631f2fcacef08/share_instances/643a23d9-8867-43e2-a127-0c88393bdd65/action HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/fc49ed114f65469a9e6631f2fcacef08/shares/a4f7f8ff-7142-4a93-8ac2-24fc810e45c1/action HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "DELETE /identity/v3/users/91d4e97e4f5648f1b6e5caea67900bef HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/fc49ed114f65469a9e6631f2fcacef08/snapshots/9b9bd497-d1b4-4df9-b005-b289c9a61c9b/action HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/fc49ed114f65469a9e6631f2fcacef08/shares/a4f7f8ff-7142-4a93-8ac2-24fc810e45c1/instances HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/fc49ed114f65469a9e6631f2fcacef08/share_instances/643a23d9-8867-43e2-a127-0c88393bdd65 HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/fc49ed114f65469a9e6631f2fcacef08/share_instances/643a23d9-8867-43e2-a127-0c88393bdd65/action HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/fc49ed114f65469a9e6631f2fcacef08/shares/a4f7f8ff-7142-4a93-8ac2-24fc810e45c1/action HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "POST /share/v2/fc49ed114f65469a9e6631f2fcacef08/snapshots/9b9bd497-d1b4-4df9-b005-b289c9a61c9b/action HTTP/1.1" 403 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3826 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/d38edd62d0e94c6eaab6f331001e1558/share-replicas/detail?share_id=28ca833f-dc01-48ba-a8bd-2a865bfb5c11 HTTP/1.1" 200 321 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "DELETE /identity/v3/users/585d90ee6cee43b69145af27a8c03894 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "DELETE /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11 HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "DELETE /share/v2/c8729a6aa55a4e45938948c587d4d7ce/snapshots/9b9bd497-d1b4-4df9-b005-b289c9a61c9b HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/2386cd037143448b8be50d3c1a6fd5a2/shares/28ca833f-dc01-48ba-a8bd-2a865bfb5c11 HTTP/1.1" 200 1699 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:33 +0000] "GET /share/v2/c8729a6aa55a4e45938948c587d4d7ce/snapshots/9b9bd497-d1b4-4df9-b005-b289c9a61c9b HTTP/1.1" 200 1052 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:34 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/shares/a6d15a78-7c3b-4a3f-b304-2fa3d01bd2fb HTTP/1.1" 404 384 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:34 +0000] "DELETE /share/v2/16aa29a8a435485f9f1822f2d77be7d5/types/eb223d3a-2b50-4b8f-8d9f-1a3b0be7354f HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:34 +0000] "GET /share/v2/16aa29a8a435485f9f1822f2d77be7d5/types/eb223d3a-2b50-4b8f-8d9f-1a3b0be7354f HTTP/1.1" 404 373 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:34 +0000] "DELETE /identity/v3/users/03e6f750d8124813ac10b84fbc247d82 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:34 +0000] "DELETE /identity/v3/users/09a3efe0ffe8493aa4aaab001d4e0cd5 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:35 +0000] "DELETE /identity/v3/users/27726f19f0da4534b827ff76fabbb3dc HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:35 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3874 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:35 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3869 "-" "python-keystoneclient"
192.168.1.113 - - [28/Aug/2025:00:22:35 +0000] "DELETE /identity/v3/projects/b0cdecfd70b943759e785e02c01b2592 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:35 +0000] "DELETE /identity/v3/projects/16aa29a8a435485f9f1822f2d77be7d5 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "DELETE /identity/v3/projects/415a56e80f4c4a9ea63e9ab05fa64254 HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3874 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3874 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /identity/v3/domains?name=Default HTTP/1.1" 200 560 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "POST /identity/v3/projects HTTP/1.1" 201 633 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "POST /identity/v3/users HTTP/1.1" 201 550 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "PUT /identity/v3/projects/b4fef1bdea964de39a2c951a429d4952/users/5135031478094559a7c51b02157bea9e/roles/a683d32167f44563a0feb4b6b259103f HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /identity/v3/roles HTTP/1.1" 200 1935 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "PUT /identity/v3/projects/b4fef1bdea964de39a2c951a429d4952/users/5135031478094559a7c51b02157bea9e/roles/a683d32167f44563a0feb4b6b259103f HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /share/v1/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 200 1348 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 200 1698 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /share/v2/b0c59f32b8e9487a9308a9485cfbca40/share-replicas/detail?share_id=a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 200 321 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3958 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "DELETE /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 202 312 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "DELETE /identity/v3/users/5135031478094559a7c51b02157bea9e HTTP/1.1" 204 201 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /share/v2/b0c59f32b8e9487a9308a9485cfbca40/shares/a489a18a-7499-4491-9218-cb4e2981f371 HTTP/1.1" 200 1697 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3874 "-" "python-urllib3/1.26.20"
192.168.1.113 - - [28/Aug/2025:00:22:36 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3869 "-" "python-keystoneclient"
